name,mean_test_accuracy_mean,mean_test_accuracy_std,mean_test_recall_mean,mean_test_recall_std,mean_test_specificity_mean,mean_test_specificity_std,mean_test_mcc_mean,mean_test_mcc_std,mean_test_gm_mean,mean_test_gm_std,mean_test_uar_mean,mean_test_uar_std,mean_test_bm_mean,mean_test_bm_std
5287,0.7872252448979593,0.06864518979116585,0.7702931428571428,0.14971793000468114,0.810319836734694,0.06701158730509468,0.5818716020408163,0.10443731152737894,0.771353193877551,0.11894921764762742,0.7903065510204081,0.05568132212798157,0.5806129285714285,0.1113627464977895
5288,0.7973544285714285,0.04210162512792554,0.7881241224489794,0.09810260805052408,0.8099253673469387,0.059065003997672845,0.6006882040816326,0.058956610378470255,0.793863418367347,0.0451666648006571,0.7990247346938775,0.034283708965993885,0.5980494285714285,0.0685675963008346
5289,0.7958323367346939,0.041957283879626245,0.7859802959183673,0.09738467474981895,0.8092732857142857,0.05908444335157055,0.597684612244898,0.05888946614477981,0.7925096224489797,0.04515379501296076,0.7976267959183673,0.03429178500492356,0.5952536122448979,0.06858370044744298
529,0.7965850612244898,0.08245389081462705,0.7754231734693878,0.16907417603684075,0.825453724489796,0.06562243786429461,0.5994535714285714,0.13476890654463705,0.7746273265306124,0.16100579116419303,0.800438357142857,0.06830750228471458,0.6008766428571429,0.1366150482082153
5290,0.7980796836734694,0.041961685781688685,0.7884368775510205,0.0976838883822168,0.8112151836734693,0.05674413865808864,0.6022597346938775,0.05848289225708343,0.7946948979591837,0.04478997213697188,0.7998259795918368,0.033952673766531064,0.5996520510204081,0.06790533111139274
5291,0.7951167551020409,0.041648869970700456,0.7842873163265306,0.09653572982762658,0.8098805612244899,0.05720258116537005,0.5964736122448979,0.058356706578890256,0.7920185714285713,0.044668508736032723,0.7970839387755102,0.033909076040097595,0.5941679693877551,0.06781817048298226
5292,0.788130387755102,0.0633173512253838,0.764527581632653,0.14224007507267014,0.8202992653061225,0.0673536276523313,0.5890966224489795,0.08294536604699758,0.780685142857143,0.08544801525688121,0.792413387755102,0.05076856973746949,0.584826887755102,0.10153702166061855
5293,0.7873943571428572,0.06301454337130291,0.7635412857142857,0.14166942017667708,0.8199247040816326,0.06854837723619468,0.5877500714285715,0.08255558821990824,0.7799212142857143,0.08521562134310677,0.7917329999999999,0.050632336993289784,0.5834659489795917,0.10126476765588036
5294,0.786112051020408,0.06284487366169234,0.7618933877551023,0.14073744983088063,0.8191065204081633,0.06899940277363374,0.585059030612245,0.08289791719623164,0.7787802244897959,0.0850245339904877,0.7904999285714286,0.050685014050343376,0.5809999183673469,0.10137011424240894
5295,0.784653357142857,0.06341648419337399,0.7602856020408163,0.14103500418659248,0.8178677244897959,0.07076708786944148,0.5821760918367347,0.0847033112664844,0.7772801734693879,0.08583299422764536,0.789076663265306,0.05149547944866935,0.5781533673469388,0.10299099245684114
5296,0.792104081632653,0.0956200450755002,0.7696919285714285,0.19810528691167148,0.8225971428571428,0.05969807996653426,0.5926097244897959,0.15163328670807208,0.7658483265306123,0.1894217504735652,0.7961444897959183,0.07785591965486001,0.5922889795918367,0.15571186795481892
5297,0.7900789387755102,0.09524424431085969,0.7676649591836735,0.19730910773435203,0.8206179591836735,0.062326423859812116,0.588909693877551,0.15092781625469334,0.7638206224489796,0.18837015512770428,0.7941414387755101,0.07770515268285165,0.5882828571428571,0.1554103093218908
5298,0.7909282959183674,0.09522022714751803,0.7702610102040817,0.19807349924308895,0.8190393469387753,0.06268445749304989,0.5901434489795919,0.15061705272131748,0.7643435408163266,0.18836170076875586,0.7946501836734693,0.07751394156468726,0.5893003571428571,0.1550278874503705
5299,0.7886397857142855,0.09483298216221164,0.7673657653061225,0.19711257189977596,0.8176319999999998,0.06437458280052981,0.585874918367347,0.15016623507860877,0.7620769081632655,0.1879497851726769,0.7924989081632652,0.077344300534672,0.5849976836734695,0.15468857483900886
53,0.7900505612244898,0.09690265791989151,0.7658345612244899,0.2000286427104861,0.8229318469387755,0.06494740987642804,0.5886656122448979,0.15641686320074136,0.7627442142857144,0.19454584483239817,0.7943831734693877,0.0793019240712518,0.5887663367346939,0.15860393549588342
530,0.7960317551020408,0.08236666009294806,0.7739526938775511,0.16875309515850495,0.8261922653061226,0.06652536549387635,0.5987245,0.13463252098136977,0.7741419897959182,0.16105236103605733,0.8000725,0.06832778727759722,0.6001448163265306,0.13665557305743753
5300,0.791168632653061,0.09687666635112381,0.766766775510204,0.19892029098085454,0.8243144489795919,0.06484428036904909,0.590698112244898,0.15610652875011333,0.7645761632653061,0.19339709650581696,0.795540642857143,0.07951061735212786,0.5910811326530612,0.15902126295514132
5301,0.7908179693877552,0.09674826066988769,0.7661473163265305,0.19874702587338877,0.8243156734693878,0.0635139309472064,0.5901397551020409,0.15576933556126232,0.7642660408163267,0.1929855499110556,0.7952314183673471,0.07932279099434437,0.590462806122449,0.15864550019472407
5302,0.7909973673469387,0.09649609396692685,0.7656559489795919,0.19843794045958732,0.8254244183673468,0.06287996147626168,0.5906739489795917,0.15511225834296627,0.7646111938775509,0.1929281302462195,0.795540224489796,0.07903980676660123,0.591080306122449,0.1580795768477349
5303,0.7900337142857141,0.09619899126515304,0.7660565714285715,0.19836240771495547,0.8225983877551021,0.06551696477597496,0.5887522959183673,0.15454629045688445,0.7633277040816328,0.1922737456385572,0.7943274489795917,0.07883373680422608,0.5886548265306122,0.1576674062223614
5304,0.7920499897959185,0.09506091423278598,0.7715352040816328,0.19635913515102088,0.8199994489795919,0.061784019592551864,0.5931317244897959,0.14840293477624242,0.7675275918367347,0.1810887988346548,0.7957673469387756,0.07766572800733489,0.5915346938775511,0.15533140525005518
5305,0.7906681530612245,0.09493422273726641,0.7696160000000001,0.19575848372599594,0.8193754183673468,0.06252715492923706,0.5905086122448979,0.1484830671036529,0.7662252142857142,0.18083688964762648,0.7944956938775509,0.07768436329456943,0.5889912959183674,0.15536866171329927
5306,0.793296887755102,0.09481537070939747,0.7724337755102042,0.19626985279180845,0.8217024183673469,0.060893666814894394,0.5956474183673468,0.14760270570704204,0.7688919897959182,0.18089681880144942,0.7970679693877551,0.07732708835160675,0.5941360816326532,0.15465422593268707
