name,mean_test_accuracy_mean,mean_test_accuracy_std,mean_test_recall_mean,mean_test_recall_std,mean_test_specificity_mean,mean_test_specificity_std,mean_test_mcc_mean,mean_test_mcc_std,mean_test_gm_mean,mean_test_gm_std,mean_test_uar_mean,mean_test_uar_std,mean_test_bm_mean,mean_test_bm_std
0,0.6938633224489795,0.12298143071073209,0.6107193204081633,0.2505856923214293,0.8397419346938776,0.1259404511772442,0.4652606408163265,0.12227004984307224,0.680738318367347,0.13862826661110594,0.7252306163265306,0.0786322420337571,0.4504612081632653,0.15726439502921
1,0.6920631714285714,0.12194297888668242,0.6088214734693879,0.24953449993435592,0.8381268571428572,0.12896644592976342,0.46198010408163265,0.1211424898439621,0.678730936734694,0.13760093967573875,0.7234742326530613,0.07805187795379079,0.44694824489795915,0.15610354907483667
10,0.7047448244897959,0.11158796566699831,0.6326377734693878,0.22572243507223733,0.8312326489795918,0.1151451101807234,0.47607844693877555,0.11518387292931313,0.6939305714285714,0.12082156948726522,0.7319351612244899,0.07249824965585094,0.463870418367347,0.14499656231333743
100,0.667714218367347,0.18056305446388665,0.5543811836734693,0.3356480562958909,0.8663663224489796,0.10856053582281694,0.4342459612244898,0.21288109987001094,0.6069344204081631,0.2749093240838366,0.7103737591836734,0.1230969920424747,0.42074752653061226,0.24619388482424806
1000,0.6678197142857144,0.1683439280652487,0.5752866816326531,0.32780018133573846,0.8301523551020408,0.13042163652815994,0.42126286734693874,0.18772833907078285,0.6114095999999999,0.24975467723727807,0.7027195367346939,0.11007772658894006,0.4054389816326531,0.2201554775460825
1001,0.6662717020408163,0.16806055310519943,0.5743265081632652,0.328552902407278,0.8275494326530611,0.13453113801372701,0.41829711632653066,0.1871058915693241,0.6089470224489796,0.249262633362244,0.7009379979591837,0.10971163475442679,0.40187598571428573,0.21942341584172392
1002,0.6683797551020408,0.16891904711487563,0.574526863265306,0.32818478596773937,0.8330415122448981,0.1283715235850175,0.4231753040816326,0.18855246005098827,0.6115193653061225,0.25218325936529873,0.7037841530612245,0.11055134240156646,0.40756825510204087,0.22110256147207222
1003,0.6662506387755102,0.16844709157122248,0.5724847367346938,0.32805665337783085,0.8307575693877551,0.13169345737845398,0.4191800122448979,0.18795766923993895,0.6096320897959183,0.25025872397690385,0.7016211591836734,0.11027210779674886,0.40324229795918365,0.22054435760077573
1004,0.6551704387755102,0.17929898759634125,0.5412001918367346,0.34024695174062813,0.8551228163265306,0.11863968437584684,0.4095170081632653,0.2107589890860374,0.5850063857142856,0.2843045807934067,0.6981615,0.11971313458347256,0.3963229387755102,0.239426259942534
1005,0.6526865448979592,0.1787995490785656,0.5377096,0.33987749261095296,0.8543400836734694,0.12008521862890743,0.4050756530612245,0.21084303035819763,0.5808074897959183,0.2859530199412311,0.6960248040816326,0.11922925875069279,0.3920496346938776,0.2384588920457793
1006,0.6529078326530613,0.17846225253552567,0.537509187755102,0.3387282213386491,0.8554236428571428,0.11860095360549132,0.40549040408163267,0.20948950827846377,0.5826631510204082,0.2844119314931464,0.696466393877551,0.11919140446672516,0.392932606122449,0.23838289530454376
1007,0.6507967897959185,0.1774621767421442,0.5341623428571429,0.33719711918484274,0.8554706346938775,0.11935965493928925,0.4020561346938775,0.20850923052773004,0.5802113469387755,0.2843926672867003,0.6948165122448979,0.11847566131513312,0.3896330224489796,0.2369513972731429
1008,0.7206129959183674,0.11147370407318259,0.6509093,0.2334503275643617,0.8426361734693878,0.12032811519243249,0.5038391510204081,0.11099821872373529,0.7044487265306122,0.12493687477528909,0.7467727224489796,0.06846213051758361,0.49354533061224487,0.13692420152736634
1009,0.7167410489795919,0.11215589138579198,0.6440604265306122,0.23469765098558407,0.8440311755102041,0.1212924933317294,0.49843567959183677,0.1108483641340534,0.7008860612244898,0.12666980707154432,0.7440457551020409,0.06903134192842321,0.4880914816326531,0.13806257049001922
101,0.6661316489795918,0.18014799348902538,0.5512168265306124,0.33464172936396014,0.8675707408163265,0.10728511631353702,0.4323573285714285,0.21234443735914146,0.605304730612245,0.2748560460871238,0.7093937530612244,0.12283892212986415,0.418787612244898,0.2456777976220853
