dataset,classifier,hyperparameters,test_mcc,test_mcc_stdev,test_accuracy,test_accuracy_stdev,test_recall,test_recall_stdev,test_specificity,test_specificity_stdev,test_gm,test_gm_stdev,test_uar,test_uar_stdev,test_bm,test_bm_stdev
5475,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 175}",0.553217,0.097844,0.790084,0.045834,0.82409,0.05792,0.730203,0.088393,0.773577,0.052034,0.777147,0.049794,0.554293,0.099589
5528,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100}",0.552682,0.101922,0.79112,0.046946,0.832611,0.057413,0.718168,0.09684,0.77071,0.056301,0.775389,0.05266,0.550778,0.105321
4124,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 175}",0.557357,0.096661,0.791313,0.04544,0.820891,0.057144,0.739274,0.088381,0.776904,0.051576,0.780082,0.049571,0.560165,0.099142
4368,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 50}",0.558096,0.098068,0.790224,0.046406,0.812771,0.058793,0.750572,0.08827,0.778946,0.05193,0.781672,0.050168,0.563344,0.100335
80,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 175}",0.569223,0.097475,0.796783,0.046191,0.824801,0.057714,0.747542,0.085697,0.783263,0.051706,0.786171,0.049697,0.572343,0.099393
6992,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 125}",0.559383,0.094803,0.792345,0.044518,0.822397,0.05725,0.739468,0.088135,0.777663,0.050795,0.780932,0.048612,0.561865,0.097225
4638,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 100}",0.539983,0.10104,0.78319,0.047482,0.814557,0.058882,0.728,0.090331,0.767868,0.053728,0.771278,0.051595,0.542557,0.10319
1310,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 150}",0.575963,0.097536,0.799215,0.045935,0.823558,0.058371,0.756448,0.090871,0.787051,0.052418,0.790003,0.050254,0.580006,0.100509
2340,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 50}",0.54219,0.101039,0.784801,0.047172,0.818752,0.057817,0.725058,0.091413,0.76827,0.053868,0.771905,0.051708,0.54381,0.103415
3867,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 125}",0.575294,0.09511,0.799198,0.044689,0.824962,0.057524,0.753875,0.090094,0.786383,0.05124,0.789419,0.049083,0.578838,0.098166
1115,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 125}",0.57659,0.095534,0.800187,0.044796,0.827886,0.057382,0.751486,0.089898,0.786546,0.051392,0.789686,0.049185,0.579373,0.09837
336,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 50}",0.552538,0.099206,0.789483,0.046268,0.821862,0.057595,0.732525,0.09158,0.773636,0.05344,0.777193,0.050921,0.554387,0.101841
5733,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 125}",0.529906,0.098738,0.778466,0.046648,0.810626,0.059084,0.72184,0.088191,0.762774,0.052426,0.766233,0.050319,0.532466,0.100638
7771,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 150}",0.573881,0.095381,0.798423,0.044925,0.823618,0.057558,0.754115,0.088595,0.785957,0.051002,0.788867,0.04903,0.577733,0.09806
2643,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 175}",0.56582,0.095705,0.794693,0.045134,0.820867,0.05775,0.748688,0.088896,0.78178,0.051185,0.784777,0.049225,0.569555,0.09845
4382,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 75}",0.556576,0.099254,0.791132,0.046296,0.821758,0.057217,0.737257,0.090193,0.776213,0.052833,0.779507,0.050774,0.559014,0.101548
5251,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 150}",0.545151,0.096238,0.787666,0.044635,0.830065,0.056868,0.713135,0.090667,0.767037,0.052286,0.7716,0.049285,0.5432,0.09857
5724,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 50}",0.565524,0.094108,0.79237,0.044939,0.807889,0.058326,0.765075,0.085203,0.784195,0.049457,0.786482,0.048183,0.572964,0.096366
3922,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 75}",0.550207,0.096959,0.789085,0.044882,0.825335,0.056184,0.72532,0.092535,0.771345,0.052992,0.775327,0.050049,0.550655,0.100098
5907,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 175}",0.57356,0.094475,0.799012,0.044297,0.827887,0.056073,0.748257,0.088469,0.784946,0.050884,0.788072,0.048697,0.576144,0.097393
3998,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 50}",0.532224,0.099303,0.78172,0.045872,0.825172,0.056726,0.70532,0.092186,0.760543,0.053746,0.765246,0.050802,0.530492,0.101603
3163,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 50}",0.563012,0.096146,0.793794,0.044905,0.82238,0.057193,0.743494,0.090491,0.779699,0.051655,0.782937,0.049467,0.565874,0.098934
5170,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 175}",0.568472,0.098741,0.798144,0.045625,0.835674,0.055352,0.73212,0.09339,0.779888,0.05404,0.783897,0.05111,0.567794,0.102219
3857,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150}",0.571556,0.094397,0.798287,0.044226,0.828442,0.056198,0.745275,0.089076,0.783571,0.051333,0.786859,0.04872,0.573718,0.09744
6739,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150}",0.554796,0.098318,0.790279,0.045928,0.82124,0.057762,0.735812,0.091687,0.775065,0.052884,0.778526,0.050577,0.557052,0.101154
5234,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 75}",0.569829,0.095955,0.797965,0.044786,0.830945,0.056236,0.739951,0.089681,0.781949,0.05184,0.785448,0.049374,0.570896,0.098747
1298,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 75}",0.562135,0.098615,0.794586,0.045757,0.829626,0.056965,0.732946,0.093575,0.777397,0.054002,0.781286,0.050949,0.562572,0.101898
4112,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100}",0.563197,0.098122,0.793981,0.046112,0.822996,0.057963,0.742965,0.088958,0.779824,0.052249,0.782981,0.050176,0.565961,0.100352
7217,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 50}",0.563454,0.097367,0.79508,0.04528,0.829338,0.056645,0.734837,0.091201,0.778404,0.052603,0.782088,0.050073,0.564175,0.100147
