dataset,classifier,hyperparameters,test_mcc,test_mcc_stdev,test_accuracy,test_accuracy_stdev,test_recall,test_recall_stdev,test_specificity,test_specificity_stdev,test_gm,test_gm_stdev,test_uar,test_uar_stdev,test_bm,test_bm_stdev
1982,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 175}",0.702161,0.070164,0.854417,0.034068,0.899251,0.039848,0.793448,0.06119,0.843822,0.037275,0.846349,0.035934,0.692699,0.071869
7414,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 125}",0.685709,0.072182,0.846319,0.034941,0.889694,0.042843,0.787338,0.062958,0.835968,0.037984,0.838516,0.036706,0.677032,0.073412
3996,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 175}",0.70097,0.068684,0.853826,0.033328,0.898741,0.039135,0.792737,0.061891,0.843166,0.036824,0.845739,0.035362,0.691478,0.070725
6141,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 125}",0.702998,0.068185,0.854789,0.033078,0.899983,0.039542,0.793322,0.060978,0.844074,0.03635,0.846653,0.034979,0.693305,0.069959
4443,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100}",0.688401,0.070815,0.847698,0.03437,0.889428,0.041049,0.790923,0.062179,0.8378,0.037549,0.840175,0.036235,0.68035,0.072471
7861,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 175}",0.699706,0.071018,0.853205,0.034445,0.897666,0.040362,0.792735,0.062066,0.84267,0.03768,0.8452,0.036346,0.690401,0.072693
6910,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 125}",0.697231,0.069829,0.851981,0.033822,0.895794,0.039968,0.792388,0.062487,0.841575,0.037213,0.844091,0.035831,0.688182,0.071662
7387,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 125}",0.69165,0.070779,0.849245,0.034298,0.893177,0.041131,0.789471,0.063907,0.838724,0.037895,0.841324,0.036361,0.682648,0.072721
1150,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 175}",0.690053,0.071452,0.848533,0.034623,0.891939,0.040585,0.789486,0.062715,0.838227,0.037915,0.840713,0.036593,0.681425,0.073186
2750,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 150}",0.695678,0.070019,0.851231,0.033956,0.892283,0.040242,0.795396,0.061456,0.841554,0.037073,0.843839,0.035827,0.687679,0.071655
3071,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 150}",0.700891,0.06896,0.853772,0.033431,0.894727,0.039726,0.798063,0.060453,0.84415,0.036437,0.846395,0.035247,0.692791,0.070494
5340,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 125}",0.692214,0.069467,0.849546,0.033638,0.894272,0.040577,0.788716,0.061917,0.8389,0.036876,0.841494,0.035538,0.682988,0.071077
1790,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 175}",0.701672,0.069626,0.854159,0.033799,0.898893,0.039737,0.793325,0.061707,0.843562,0.037123,0.846109,0.035736,0.692218,0.071472
3550,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 50}",0.690598,0.071746,0.848736,0.034762,0.893105,0.041816,0.788377,0.062918,0.838146,0.037996,0.840741,0.036626,0.681482,0.073252
3996,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 100}",0.700933,0.068816,0.853804,0.033429,0.898384,0.039274,0.793174,0.062041,0.843227,0.036931,0.845779,0.035471,0.691558,0.070943
2139,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 75}",0.685752,0.071392,0.846296,0.034749,0.88539,0.043402,0.793129,0.060877,0.837055,0.037327,0.839259,0.0362,0.678518,0.072401
3033,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 150}",0.697946,0.069217,0.852291,0.033625,0.891474,0.040626,0.798993,0.060672,0.843079,0.036548,0.845233,0.03537,0.690467,0.07074
7094,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 125}",0.696147,0.070742,0.851441,0.034307,0.893451,0.040738,0.794298,0.062192,0.841499,0.037445,0.843874,0.036194,0.687749,0.072388
